r_no	u_no	r_date	r_start	r_end	r_time	r_car	r_seat
3946	485	2025-10-21	91	89	14:00	2	B08
3947	493	2025-10-21	91	88	14:00	3	B07
3948	13	2025-10-22	83	82	10:00	5	B04
3949	27	2025-10-22	33	42	14:00	8	C02
3950	46	2025-10-22	39	45	15:00	3	C08
3951	123	2025-10-22	91	91	18:00	2	A06
3952	128	2025-10-22	88	90	18:00	4	C09
3953	199	2025-10-22	57	41	20:15	5	B03
3954	280	2025-10-22	50	32	19:15	6	A10
3955	307	2025-10-22	38	37	16:00	7	D05
3956	349	2025-10-22	59	41	11:45	6	A07
3957	360	2025-10-22	34	38	11:00	4	B06
3958	382	2025-10-22	47	38	12:15	3	A04
3959	404	2025-10-22	51	44	9:15	4	D09
3960	410	2025-10-22	70	69	20:00	2	C07
3961	440	2025-10-22	83	80	18:00	3	C02
3962	466	2025-10-22	72	64	20:00	1	C03
3963	45	2025-10-23	14	7	16:30	5	A04
3964	66	2025-10-23	87	89	18:00	4	B07
3965	76	2025-10-23	82	79	14:00	1	C02
3966	170	2025-10-23	91	89	10:00	2	A10
3967	207	2025-10-23	72	77	8:00	4	C05
3968	211	2025-10-23	3	2	15:00	7	D04
3969	213	2025-10-23	77	64	18:00	2	A08
3970	233	2025-10-23	46	42	16:00	5	C03
3971	256	2025-10-23	84	86	14:00	4	B08
3972	291	2025-10-23	77	65	8:00	2	C01
3973	313	2025-10-23	46	43	14:00	1	B06
3974	316	2025-10-23	89	91	14:00	4	B10
3975	34	2025-10-24	90	89	18:00	1	B03
3976	38	2025-10-24	68	67	10:00	1	C04
3977	93	2025-10-24	24	25	12:00	9	C01
3978	186	2025-10-24	89	91	18:00	4	D07
3979	187	2025-10-24	41	39	20:00	7	C01
3980	213	2025-10-24	89	88	18:00	2	A06
3981	267	2025-10-24	58	39	8:15	1	C03
3982	370	2025-10-24	85	78	18:00	4	B08
3983	381	2025-10-24	40	38	9:00	3	A10
3984	383	2025-10-24	64	72	10:00	6	B10
3985	389	2025-10-24	81	81	10:00	1	C02
3986	397	2025-10-24	70	75	16:00	6	A03
3987	441	2025-10-24	39	45	12:00	8	A07
3988	478	2025-10-24	72	67	16:00	2	C09
3989	36	2025-10-25	58	44	17:15	8	C01
3990	113	2025-10-25	73	75	12:00	4	D01
3991	120	2025-10-25	33	40	18:00	8	B05
3992	122	2025-10-25	46	36	14:00	10	C09
3993	371	2025-10-25	87	88	14:00	3	B04
3994	388	2025-10-25	14	8	17:30	3	C06
3995	468	2025-10-25	40	34	11:00	3	A07
3996	487	2025-10-25	34	37	12:00	9	A02
3997	30	2025-10-26	82	81	10:00	4	D05
3998	57	2025-10-26	61	46	23:30	2	C04
3999	95	2025-10-26	45	34	16:00	2	B04
4000	174	2025-10-26	86	82	14:00	2	B01
4001	310	2025-10-26	27	19	19:00	3	C02
4002	312	2025-10-26	76	75	18:00	8	D08
4003	342	2025-10-26	86	83	18:00	6	B03
4004	402	2025-10-26	62	37	10:30	5	D06
4005	82	2025-10-27	55	36	22:00	2	A01
4006	87	2025-10-27	71	65	18:00	8	C10
4007	207	2025-10-27	49	43	20:00	1	C08
4008	237	2025-10-27	30	27	12:40	10	C08
4009	243	2025-10-27	1	4	7:30	4	A04
4010	252	2025-10-27	74	76	12:00	6	B02
4011	268	2025-10-27	87	88	14:00	3	C03
4012	297	2025-10-27	70	67	18:00	1	A04
4013	369	2025-10-27	40	44	16:00	9	C09
4014	413	2025-10-27	12	1	9:00	2	B03
4015	464	2025-10-27	38	40	17:00	8	A10
4016	15	2025-10-28	66	70	14:00	8	B06
4017	41	2025-10-28	84	81	14:00	2	C04
4018	49	2025-10-28	29	19	13:40	4	B07
4019	52	2025-10-28	20	23	22:40	3	A05
4020	61	2025-10-28	30	25	7:00	10	D04
4021	66	2025-10-28	1	12	10:00	9	D08
4022	183	2025-10-28	76	77	12:00	7	A08
4023	245	2025-10-28	81	83	18:00	6	A02
4024	304	2025-10-28	1	4	12:30	1	C04
4025	312	2025-10-28	72	71	18:00	7	A03
4026	322	2025-10-28	82	81	18:00	2	C08
4027	373	2025-10-28	6	10	13:00	9	B05
4028	432	2025-10-28	49	42	0:15	8	C05
4029	439	2025-10-28	87	90	14:00	3	A01
4030	47	2025-10-29	53	33	19:00	4	B07
4031	57	2025-10-29	88	91	14:00	4	D05
4032	84	2025-10-29	38	36	22:00	3	C04
4033	89	2025-10-29	86	82	14:00	2	A01
4034	171	2025-10-29	32	38	8:00	6	A04
4035	184	2025-10-29	86	85	14:00	2	B03
4036	228	2025-10-29	55	36	20:30	5	D07
4037	229	2025-10-29	81	84	10:00	2	B02
4038	271	2025-10-29	84	80	14:00	6	B02
4039	340	2025-10-29	75	72	18:00	3	A03
4040	343	2025-10-29	83	80	14:00	1	B04
4041	386	2025-10-29	70	76	8:00	8	C09
4042	391	2025-10-29	2	15	12:30	10	A03
4043	414	2025-10-29	54	42	8:15	4	C09
4044	429	2025-10-29	83	79	14:00	6	D09
4045	449	2025-10-29	74	77	14:00	8	B07
4046	500	2025-10-29	50	38	12:15	1	C09
4047	31	2025-10-30	33	36	10:00	2	A10
4048	129	2025-10-30	66	73	14:00	5	B06
4049	148	2025-10-30	88	89	18:00	2	A03
4050	157	2025-10-30	71	66	20:00	3	C06
4051	193	2025-10-30	84	81	14:00	2	B10
4052	197	2025-10-30	83	81	10:00	4	C08
4053	222	2025-10-30	62	44	9:15	2	C02
4054	240	2025-10-30	68	70	10:00	2	A07
4055	251	2025-10-30	61	38	13:00	2	C03
4056	344	2025-10-30	88	88	10:00	2	A05
4057	356	2025-10-30	47	35	15:45	8	A02
4058	427	2025-10-30	62	37	7:30	2	B05
4059	442	2025-10-30	89	91	18:00	4	B03
4060	474	2025-10-30	83	80	18:00	5	B06
4061	482	2025-10-30	7	9	19:30	7	C06
4062	13	2025-10-31	89	91	18:00	3	B09
4063	45	2025-10-31	62	34	11:15	7	A05
4064	80	2025-10-31	74	64	10:00	8	B07
4065	99	2025-10-31	17	16	13:00	10	A09
4066	259	2025-10-31	59	36	21:00	7	D04
4067	283	2025-10-31	57	37	22:45	8	A09
4068	431	2025-10-31	33	46	16:00	2	B02
4069	436	2025-10-31	23	28	20:40	9	A09
4070	440	2025-10-31	84	79	18:00	6	A03
4071	478	2025-10-31	29	23	15:00	6	D06
4072	495	2025-10-31	81	81	10:00	3	B04
4073	52	2025-11-01	67	74	14:00	1	A04
4074	66	2025-11-01	48	43	16:30	8	C03
4075	92	2025-11-01	83	81	10:00	3	C07
4076	255	2025-11-01	66	68	20:00	6	A02
4077	271	2025-11-01	79	86	18:00	4	B10
4078	274	2025-11-01	91	91	18:00	1	B07
4079	369	2025-11-01	87	87	18:00	1	C05
4080	438	2025-11-01	10	15	18:30	9	B05
4081	16	2025-11-02	68	75	14:00	6	A01
4082	21	2025-11-02	67	72	8:00	6	D02
4083	95	2025-11-02	79	83	18:00	1	B01
4084	135	2025-11-02	81	84	10:00	2	B10
4085	138	2025-11-02	31	18	12:40	10	C03
4086	144	2025-11-02	89	88	18:00	4	A04
4087	149	2025-11-02	36	44	6:00	1	C01
4088	166	2025-11-02	13	6	9:00	2	A05
4089	224	2025-11-02	91	90	10:00	1	C02
4090	230	2025-11-02	91	90	14:00	4	C08
4091	287	2025-11-02	87	91	14:00	4	B01
4092	340	2025-11-02	91	89	10:00	4	D04
4093	348	2025-11-02	78	86	10:00	5	D02
4094	369	2025-11-02	55	44	22:15	3	C05
4095	480	2025-11-02	81	84	18:00	4	C01
4096	3	2025-11-03	14	4	19:00	2	B08
4097	28	2025-11-03	79	84	14:00	4	D01
4098	70	2025-11-03	88	91	10:00	1	B04
4099	76	2025-11-03	55	43	10:30	4	B10
4100	102	2025-11-03	80	84	10:00	3	A04
4101	219	2025-11-03	75	76	10:00	8	B06
4102	278	2025-11-03	82	86	10:00	3	C01
4103	296	2025-11-03	61	32	0:15	6	D05
4104	323	2025-11-03	77	65	18:00	1	C10
4105	344	2025-11-03	89	88	10:00	1	B10
4106	349	2025-11-03	52	40	12:00	7	A09
4107	419	2025-11-03	79	82	18:00	6	C07
4108	480	2025-11-03	32	41	15:00	4	B09
4109	34	2025-11-04	69	68	8:00	3	A05
4110	40	2025-11-04	9	14	14:00	4	D07
4111	67	2025-11-04	74	70	10:00	1	C09
4112	67	2025-11-04	85	84	14:00	1	A06
4113	107	2025-11-04	49	41	18:30	1	A04
4114	108	2025-11-04	21	27	7:40	8	B03
4115	117	2025-11-04	44	32	7:00	9	A06
4116	141	2025-11-04	25	20	19:40	10	D05
4117	145	2025-11-04	4	9	20:00	5	C10
4118	147	2025-11-04	46	43	11:00	5	C10
4119	189	2025-11-04	40	44	15:00	3	A05
4120	198	2025-11-04	58	38	22:15	1	C01
4121	223	2025-11-04	84	78	10:00	3	B07
4122	269	2025-11-04	34	43	9:00	9	B07
4123	276	2025-11-04	19	28	22:00	6	A02
4124	298	2025-11-04	53	34	14:15	2	B04
4125	323	2025-11-04	58	45	21:45	6	C01
4126	437	2025-11-04	36	46	20:00	7	C09
4127	482	2025-11-04	81	78	14:00	5	A02
4128	499	2025-11-04	81	78	18:00	1	C08
